None,mean_mz,mean_RT,mean_mz_round,profile_number_peaks,mean_above_blind_intens,target_matches,Ufid_1,Ufid_2,ISTD_matches,2021-11-29,2021-12-14,2022-01-05,2022-01-20,2022-01-24,2022-01-25,2022-01-26,2022-01-27,2022-01-28,2022-01-29,2022-01-30,2022-02-04,2022-02-19,2022-03-06,2022-03-21,2022-04-05,2022-04-20,2022-05-05,2022-05-20,2022-06-04,2022-06-19,2022-07-04,2022-07-19,2022-08-03,2022-08-18,2022-09-02
5943,229.227404836733,786.0,229.23,66,inf,,229.23_786.0,229_786.0,,5268.216030070213,0.0,0.0,12583.882467964073,7808.419087309071,6773.553833091854,10563.174451143976,4667.211392222133,4419.117905923904,5752.056743841112,6673.41036619573,3699.9660892805914,0.0,0.0,0.0,4702.731029212208,5461.512098984259,5160.990298097496,8991.55573957152,5420.525762092342,0.0,5205.996357712854,0.0,7614.982656148913,4237.0189164822295,4553.187253721534
5946,229.651526335084,414.0,229.65,12,inf,,229.65_414.0,229_414.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6914.245123572321,13925.106582996816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5947,229.651540132796,421.0,229.65,8,inf,,229.65_421.0,229_421.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6479.361759695075,3115.0718170599625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5948,229.651593332711,443.0,229.65,14,inf,,229.65_443.0,229_443.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12086.085195063497,16833.55167197394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5951,229.937827019957,253.0,229.94,9,inf,,229.94_253.0,229_253.0,,0.0,0.0,0.0,0.0,0.0,1679.5295342523211,0.0,0.0,0.0,1686.8525140700333,725.8089480922959,0.0,0.0,0.0,2386.3763217785413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5954,230.102341277578,276.0,230.1,8,inf,,230.1_276.0,230_276.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1821.183553567096,1051.0375457651214,0.0,2244.9973379347375
5955,230.102801696354,288.0,230.1,9,inf,,230.1_288.0,230_288.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3906.5745668813665,0.0,0.0,0.0,952.0998442703043,1498.8024153185586,0.0,433.55407240721667
5957,230.107986905908,328.0,230.11,15,inf,,230.11_328.0,230_328.0,,0.0,0.0,0.0,0.0,640.9689593506375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9706.847353516667,0.0,4069.2306336858833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5962,230.107990079429,338.0,230.11,35,inf,,230.11_338.0,230_338.0,,0.0,3174.173091490737,0.0,2310.849255996975,2316.3991574563456,0.0,0.0,2886.5945671314253,0.0,1560.7794862659832,0.0,0.0,0.0,0.0,0.0,15637.610168961883,0.0,10314.65801653985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5963,230.116670020994,677.0,230.12,6,inf,"Propazine (M+H), Sebuthylazine (M+H), Terbuthylazine (M+H)",230.12_677.0,230_677.0,,0.0,18919.21007098169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5964,230.116682773011,690.0,230.12,147,inf,"Propazine (M+H), Sebuthylazine (M+H), Terbuthylazine (M+H)",230.12_690.0,230_690.0,,10321.755258639587,7565.4032925593965,4215.077153102337,5162.520238136742,5942.167981155992,5314.513748926053,5851.3315270059875,5397.821778234263,4465.763755803975,3674.5623594973913,0.0,4320.622101485279,0.0,0.0,0.0,4928.880089961637,0.0,2435.5745967298794,155104.73878238013,159000.988709431,45432.263680960714,67240.2039052817,5602.164092431572,24809.861316341146,6553.851990741104,6311.801539260788
5965,230.117563952378,502.0,230.12,66,inf,,230.12_502.0,230_502.0,,2221.199514507304,0.0,0.0,2879.8039640754455,0.0,0.0,2468.9814056144965,3753.7987649693337,4541.3908733230755,4655.487464317625,0.0,0.0,0.0,4109.485985024591,3615.406219964967,0.0,0.0,4637.424840473588,20630.797001641276,4913.149630635129,6871.383644259021,2548.2963016934955,4566.051538042538,0.0,12606.822090014766,0.0
5967,230.13868732658,324.0,230.14,4,inf,,230.14_324.0,230_324.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1517.0052504981584,0.0,1451.8318253939917,0.0,0.0,0.0,0.0,0.0,0.0
5969,230.138738515637,278.0,230.14,36,inf,,230.14_278.0,230_278.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1881.7428051228999,0.0,2754.2043016785956,0.0,4167.543061875272,0.0,5801.071984311912,0.0,9421.564546514039,1741.458441939225,0.0
5971,230.153806374801,389.0,230.15,4,inf,,230.15_389.0,230_389.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,956.54508505255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2234.862059801517,0.0
5974,230.150005347986,285.0,230.15,9,inf,,230.15_285.0,230_285.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8318.615124414779,0.0,0.0,0.0,0.0,0.0,0.0,2595.7856760339373,0.0,0.0,0.0,0.0
5975,230.175090636176,295.0,230.18,6,inf,,230.18_295.0,230_295.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5435.987991653713,0.0,0.0,0.0,0.0
5977,230.211465506571,339.0,230.21,6,inf,,230.21_339.0,230_339.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6994.885082809405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9019.315844243321,0.0,0.0,0.0,0.0
5979,230.211477098877,314.0,230.21,21,inf,,230.21_314.0,230_314.0,,0.0,10365.34326238298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4505.161638391392,0.0,0.0,0.0,4644.32893241745,0.0,12215.613854687947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5987,231.101541425119,311.0,231.1,6,inf,,231.1_311.0,231_311.0,,0.0,709.1567942101375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1621.565857159675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1520.0774300111873,0.0,0.0,0.0,0.0
5989,231.097627639465,261.0,231.1,5,inf,,231.1_261.0,231_261.0,,0.0,0.0,0.0,0.0,0.0,4894.983403696108,1800.3923388156334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5991,231.101596632183,350.0,231.1,21,inf,,231.1_350.0,231_350.0,,1534.009860369042,1276.4704017024085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2393.6214902612087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2365.9644407368373,4753.041973311571,2574.35979767165,0.0,0.0,0.0
5992,231.097602688877,271.0,231.1,6,inf,,231.1_271.0,231_271.0,,0.0,0.0,0.0,0.0,0.0,5844.164719253305,3011.482706559904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5993,231.101579224408,403.0,231.1,4,inf,,231.1_403.0,231_403.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1236.4752220282583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659.9156335499833,659.0664094130042,0.0,0.0,0.0,0.0
5994,231.112835614221,309.0,231.11,128,inf,,231.11_309.0,231_309.0,,0.0,0.0,649.0725290397291,0.0,0.0,0.0,0.0,645.7246193580291,432.7177963591334,0.0,775.8001832239457,0.0,584.6936538964834,0.0,0.0,7922.391334738892,1917.8611974359749,4563.071067836609,10451.472922668016,4906.667838950971,7946.871801852344,12200.98948278399,15541.162516298735,16078.2804181899,14493.443913540426,7179.161069517783
5995,231.112856289186,296.0,231.11,8,inf,,231.11_296.0,231_296.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463.18322743433754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.2861551561417,476.13560311315,804.7828164320458,566.3321083049625,1093.6947050996707,402.8967837615733,0.0
5998,231.122745586503,350.0,231.12,13,inf,,231.12_350.0,231_350.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2117.3808145622247,4311.917876077096,0.0,2780.1835933010875,0.0,2534.422741679021,0.0,0.0,0.0,0.0,4089.6153278665292,731.1396278416291,0.0,0.0
6000,231.138037998804,580.0,231.14,8,inf,,231.14_580.0,231_580.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2192.743437078729,3303.4371988737125,0.0,3621.9319334100796,0.0
6006,231.138044690763,426.0,231.14,6,inf,"Simetryn (M+NH4), Desmetryn (M+NH4), Irgarol-Metabolit 1 (M+NH4)",231.14_426.0,231_426.0,,0.0,0.0,1230.137979911875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,657.6251989764124,0.0,0.0,2615.835842577475,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6009,231.141017542515,663.0,231.14,5,inf,,231.14_663.0,231_663.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1663.8408439318166,0.0,0.0,0.0,0.0,1093.1314629071042
6010,231.140797377989,489.0,231.14,7,inf,,231.14_489.0,231_489.0,,0.0,0.0,1126.344726594196,1669.8651774861044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1255.7963510148666,0.0,0.0,0.0,0.0
6012,231.137954642136,525.0,231.14,9,inf,,231.14_525.0,231_525.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3747.888771710004,3386.2187777323747,0.0,2984.2273748964494,0.0
6013,231.15238038364,296.0,231.15,44,inf,,231.15_296.0,231_296.0,,15046.251652371035,0.0,0.0,0.0,37174.18720749193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7404.1732166480715,0.0,0.0,0.0,0.0,0.0,0.0,11103.871970657014,0.0,0.0,0.0,0.0
6014,231.149155698103,565.0,231.15,102,inf,Propyphenazone (M+H),231.15_565.0,231_565.0,,37853.75768643953,44258.75057079225,45324.016221883845,39761.911041751955,51870.28201355779,42814.27575954637,41713.788513678584,54995.090504273576,36724.94953112683,37815.54475296342,52031.36360956937,23523.642597814498,38713.60720887475,38912.92325466537,30730.55181823275,27177.403854746877,39472.46827714413,44386.35266129605,35797.35394784375,58178.99723139012,28597.29699281767,26693.05626884708,37755.07919218756,28514.09701579552,44221.29045992799,27069.608248029635
6015,231.152414039186,285.0,231.15,7,inf,,231.15_285.0,231_285.0,,6074.603803118912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6017,231.159097918991,389.0,231.16,9,inf,,231.16_389.0,231_389.0,,0.0,0.0,0.0,0.0,3056.221882457117,1541.0361903475666,0.0,0.0,5421.315784187934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6020,231.174311140635,692.0,231.17,195,inf,,231.17_692.0,231_692.0,,10024.56573567903,13154.431444355292,9178.840998107305,6622.073204976713,3970.1848490300376,6594.03172471713,7643.8539051238,3815.1559496998707,9335.484163966727,6832.555898484262,11233.56864984676,7254.087471183505,8465.658486381282,11094.373626171866,8939.256873713392,0.0,4379.68370030457,10009.805315697675,6625.31302651445,6472.2790937304535,9244.602003017295,5191.507905604521,16185.46343265195,18786.33871831992,29860.786134786682,10115.190210241046
6022,231.170429165428,284.0,231.17,12,inf,,231.17_284.0,231_284.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9310.532057411934,0.0,1339.588955649718,0.0,0.0,0.0
6023,231.170389062917,292.0,231.17,9,inf,,231.17_292.0,231_292.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9791.793326428768,0.0,0.0,0.0,0.0,0.0
6029,231.970895756392,254.0,231.97,12,inf,,231.97_254.0,231_254.0,,0.0,3538.25610011255,0.0,663.9679794651834,987.7844686835166,0.0,0.0,1677.4818850779418,0.0,0.0,0.0,0.0,0.0,1407.3558913050165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6030,232.063624897985,284.0,232.06,14,inf,,232.06_284.0,232_284.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3739.0234276949122,0.0,0.0,0.0,0.0,0.0,2821.5958096484997,0.0,2040.9171345108373,0.0,3353.4743010189036,0.0,1630.141153364496,0.0,0.0,0.0,0.0,0.0,0.0
6031,232.063624010956,308.0,232.06,6,inf,,232.06_308.0,232_308.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.83005190838753,0.0,0.0,0.0,1698.0910906191,0.0,2652.2898099212666,0.0,0.0,0.0,0.0,0.0,0.0
6033,232.096883135067,311.0,232.1,122,inf,,232.1_311.0,232_311.0,,3630.757074792146,3140.630037742054,14855.068519668772,5420.502890355084,0.0,3664.160125384371,7398.201009264542,6751.997919116737,4306.541663668525,3619.008769491546,0.0,8211.49241930558,5625.394125491658,6256.867047044263,4177.384418132838,5989.918556524129,4454.577652419674,8730.747480327704,0.0,0.0,2622.0574165019502,2425.3278250133585,4232.302790700621,9839.806776055802,7015.452828474682,2104.28455444415
6035,232.099404161693,323.0,232.1,30,inf,,232.1_323.0,232_323.0,,0.0,0.0,1467.4822323568417,1385.9948136854957,0.0,678.2637305666916,768.30588402895,2087.5643550673376,0.0,1324.7047912316123,0.0,1186.3890551600125,0.0,3436.8411682921583,2302.248808034646,550.0923128629333,1627.6167683028877,1603.858291915567,0.0,2944.6464300179414,0.0,0.0,0.0,0.0,3534.9335911247417,0.0
6036,232.108076153503,323.0,232.11,624,inf,4-Formylaminoantipyrine (M+H),232.11_323.0,232_323.0,,1081463.7647951532,1155554.9464219713,1455502.854202173,1194753.814478793,1493590.231058849,1388458.1055014383,1411728.418776375,1697065.907678295,1233366.0251397993,1302346.6008668889,1721078.334761738,1354721.1830664072,1177374.3276844735,1704463.1927257597,1693233.1458412483,1072120.425579346,922098.4842726832,1039960.5471852304,1078377.19581581,1296691.5740239073,891299.9334887322,793609.1555517641,1153369.940594142,1088346.5193928033,1581871.5142758992,812707.668136448
6037,232.108120756108,279.0,232.11,35,inf,,232.11_279.0,232_279.0,,0.0,0.0,0.0,1052.8236332315457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4406.663128911071,0.0,5100.136038757825,2559.122277151333,3866.766403015575,0.0,4886.475879375016,11638.092511490475,2302.4802470035625
6038,232.113736803389,689.0,232.11,39,inf,"Propazine (M+H), Sebuthylazine (M+H), Terbuthylazine (M+H)",232.11_689.0,232_689.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45448.72512933991,47926.381872899256,3279.2835730080546,14158.464864747039,0.0,0.0,0.0,0.0
6041,232.115210058117,322.0,232.12,6,inf,,232.12_322.0,232_322.0,,0.0,0.0,2364.6673354316167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3561.4243398705544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6047,232.133242685759,271.0,232.13,16,inf,,232.13_271.0,232_271.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1635.2336156541915,0.0,2053.316532286625,0.0,0.0,2506.1860386508165,578.7598562050292,3595.876237939921,1225.206339366975
6048,232.133182614612,722.0,232.13,180,inf,,232.13_722.0,232_722.0,,19160.147540169495,30980.58575222147,0.0,38427.35266858765,38560.34468797627,28589.348033158352,43345.84843766419,71120.94026532285,60646.18009756345,76491.33237988462,69664.27468296794,39640.1481842375,33926.848911569934,33124.64449721205,19822.301044559277,8572.703045826407,0.0,18186.520680647587,0.0,6542.609809995018,0.0,0.0,9937.050783614914,42690.088950719626,0.0,37897.36696093117
6049,232.169585846898,417.0,232.17,24,inf,,232.17_417.0,232_417.0,,0.0,13524.954504224135,3503.0092503992914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5028.042068514605,0.0,0.0,0.0,0.0,0.0,10625.50603512813,0.0,0.0,0.0,0.0,0.0,2774.893169383696,0.0,0.0
6054,232.169542468758,311.0,232.17,8,inf,,232.17_311.0,232_311.0,,0.0,2861.5717868570005,0.0,0.0,0.0,0.0,0.0,0.0,669.3620293009167,0.0,1594.4943294535085,0.0,0.0,842.3981534294917,0.0,0.0,1454.8508601885499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6061,232.928147481309,212.0,232.93,10,inf,,232.93_212.0,232_212.0,,0.0,0.0,0.0,7972.785606891917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28786.388922248003,32542.471969685877,0.0,6924.051998825237,0.0,0.0,13775.484151421739,0.0,0.0,0.0,0.0
6070,233.080857485255,311.0,233.08,20,inf,,233.08_311.0,233_311.0,,0.0,546.962841094475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8378.239972315916,0.0,0.0,0.0,0.0,873.2725588914958,0.0,1587.4121620906083,0.0,1777.8227551141542,0.0,3051.749090302967,0.0,0.0
6071,233.080871814229,487.0,233.08,6,inf,,233.08_487.0,233_487.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5552.099866251529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6072,233.080923854195,355.0,233.08,8,inf,,233.08_355.0,233_355.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2461.2939053718374,0.0,1201.5709260684582,0.0,1249.2553204052958,0.0,699.9145580378041,0.0,0.0
6075,233.080900191024,391.0,233.08,14,inf,,233.08_391.0,233_391.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1270.8171337001875,0.0,0.0,0.0,0.0,2757.230840978146,0.0,0.0,0.0,0.0,6833.038642096396,4196.467597201508,0.0,0.0
6077,233.092104492766,393.0,233.09,9,inf,,233.09_393.0,233_393.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2399.1594566644794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3135.3114609287245,0.0,0.0,0.0,0.0,2232.6917148632915,0.0,0.0,0.0
6078,233.092129008876,280.0,233.09,37,inf,,233.09_280.0,233_280.0,,0.0,0.0,362.0059193227025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643.1550374249167,593.5741943494917,1539.315834174304,769.6281364784917,632.9615121290708,836.2418496891938,5551.291418466725,2212.0464697647003,3604.65069229025,2805.915813927942,3893.705206229583
6080,233.092097769802,313.0,233.09,143,inf,,233.09_313.0,233_313.0,,0.0,0.0,1247.2606622400833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1808.9910878717583,0.0,9380.453169905111,4679.731739510899,4228.560523282754,8890.085870198205,7588.080840177179,14148.467200798688,16342.009210176648,16792.52821351388,16449.99917765798,12187.281077164442,11239.66204095306
6086,233.116864080353,349.0,233.12,18,inf,,233.12_349.0,233_349.0,,0.0,0.0,907.1328202044209,1666.5151603617876,3123.975157313454,0.0,2682.2420015197126,0.0,0.0,0.0,0.0,748.1596895261167,0.0,1290.1936274342877,0.0,1974.5036044106043,0.0,0.0,0.0,1528.8818535803791,0.0,0.0,0.0,1805.664932745625,0.0,0.0
6087,233.117223392362,406.0,233.12,8,inf,,233.12_406.0,233_406.0,,0.0,0.0,1567.5913833891082,0.0,0.0,0.0,0.0,0.0,0.0,1373.0243974450584,0.0,0.0,0.0,0.0,809.8826902779042,0.0,0.0,0.0,0.0,2068.215439865396,0.0,0.0,0.0,0.0,0.0,0.0
6090,233.117238111351,388.0,233.12,10,inf,,233.12_388.0,233_388.0,,0.0,0.0,828.0470402541167,0.0,0.0,0.0,873.9167178131624,0.0,0.0,1548.3806563397,0.0,0.0,0.0,0.0,1064.1096205459,0.0,848.4487580188542,0.0,0.0,2055.6676384208336,0.0,0.0,0.0,902.7142328379624,0.0,0.0
6091,233.117224482598,337.0,233.12,24,inf,,233.12_337.0,233_337.0,,0.0,0.0,0.0,662.1047748372624,0.0,0.0,1430.108887639896,0.0,0.0,0.0,0.0,2437.6033213661626,0.0,3300.3256244735917,4355.944791183496,3561.4910950800954,3314.2336470922087,0.0,0.0,786.7101454789125,0.0,0.0,0.0,835.6303738981416,3173.834530040654,0.0
6092,233.128533651668,288.0,233.13,20,inf,,233.13_288.0,233_288.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.9039841011709,2191.5922044497624,596.6239818910042,0.0,776.5478514608708,0.0,0.0,3009.8224481783127,1265.0048031205292,4681.800885175741,777.9198351980291
6093,233.128473177147,337.0,233.13,57,inf,,233.13_337.0,233_337.0,,0.0,558.0461027809666,0.0,0.0,0.0,0.0,0.0,0.0,2164.653424691929,1041.726821367429,1068.5826594924083,0.0,767.0764735016959,0.0,0.0,1472.8755820855915,0.0,4783.214701719183,983.499881477925,5098.706482993113,3453.086376520525,2414.0489164431706,4815.177543778905,9502.90124763747,5193.121497211313,0.0
6094,233.128471281257,378.0,233.13,66,inf,,233.13_378.0,233_378.0,,4037.3512335494165,5268.682158248646,0.0,0.0,0.0,4764.730273869209,6106.249481496966,6808.168697906741,9005.196869033634,9693.804640006018,3963.1079697272585,0.0,1917.7693540979292,2287.017102030379,0.0,0.0,0.0,0.0,4324.870827658838,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6095,233.128471696028,305.0,233.13,61,inf,,233.13_305.0,233_305.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2225.070633509375,0.0,1292.0678547846335,769.3423279242501,3555.7797020080834,0.0,1448.9009085740915,1875.0703447829248,4795.1174831551125,5214.86301184195,6224.485980924517,11561.15683769723,4651.785352076296
6096,233.128473842747,322.0,233.13,5,inf,,233.13_322.0,233_322.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.3094917166333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1038.1963126724543,0.0,759.5317129024207,795.116124061225,0.0
6099,233.136436134485,723.0,233.14,27,inf,,233.14_723.0,233_723.0,,0.0,0.0,0.0,3203.4715671632207,0.0,0.0,4527.623933011909,7873.644531584333,8325.576393681904,11317.558949259901,5063.558000448705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6105,233.153546409157,628.0,233.15,9,inf,,233.15_628.0,233_628.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2564.8255664157587,0.0,0.0,0.0,5231.185217422867,0.0,0.0,0.0,0.0,0.0
6107,233.149585325634,312.0,233.15,6,inf,,233.15_312.0,233_312.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4996.825383651217,0.0,0.0,0.0,0.0,0.0
6110,233.164837977128,614.0,233.16,6,inf,,233.16_614.0,233_614.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2524.2882595781125,0.0,3569.341789694421,0.0,0.0,0.0,0.0,0.0,0.0
6112,233.189963797356,744.0,233.19,8,inf,,233.19_744.0,233_744.0,,594.351875936275,0.0,0.0,0.0,0.0,0.0,0.0,878.3690049440374,0.0,0.0,796.4706986378792,0.0,0.0,0.0,0.0,0.0,0.0,603.9588605376542,0.0,0.0,0.0,0.0,584.7057175151708,0.0,1257.682666707671,645.4820923925208
6114,233.189983374267,797.0,233.19,196,inf,,233.19_797.0,233_797.0,,0.0,2025.0884712395834,504.53873807624586,1900.6996711471502,3410.1081251242667,2391.648749761867,7939.655342212357,12672.168252240774,9890.401218380723,7687.584369003632,7597.295891551897,5622.323713950321,4260.488230798721,6277.868854344349,14874.212024004157,9255.53773557951,9543.809213593939,18261.060440213314,13891.800196801118,12654.986039004289,9062.21158359765,7006.77581084969,7871.47116227455,2370.301046348042,617.0143860004749,0.0
6115,233.190002880818,673.0,233.19,5,inf,,233.19_673.0,233_673.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1877.3129298190709,0.0,1261.3765353151832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6118,234.076232644677,317.0,234.08,4,inf,,234.08_317.0,234_317.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2092.8506821953583,858.3204827141291,0.0
6119,234.076153446735,298.0,234.08,5,inf,,234.08_298.0,234_298.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1863.4888069833294,3166.3901215749706,0.0
6120,234.098092674174,618.0,234.1,21,inf,,234.1_618.0,234_618.0,,0.0,2580.7573387093794,0.0,6592.445757773666,0.0,0.0,0.0,5098.185236073562,3142.278893647846,0.0,0.0,0.0,0.0,9221.539029459867,4712.195481532737,0.0,6326.517253365621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
